Date-Time,Module ID,Section ID,Prompt Tokens,Completion Tokens,Total Tokens,Start Date-Time,End Date-Time,Duration (s),Input Script,Output Slides,Error Message
4/4/2023 11:28,3,1,6767,92,6859,4/4/2023 11:28,4/4/2023 11:28,12.480771,"---
course: Intro to Data for Data Science
module: 3 - Types of Data
title: 1 - Overview

---

Hello, and welcome back to this introductory course on data for data science.

I'm Matthew Renze, data science consultant, author, and public speaker.

In this module, we'll learn about the various types of data that we will encounter in data science.

---

What types of data exist in data science?

How do we conceptually divide data into groups based on what they represent?

And what are the limitations of each of these types of data?

---

To answer these questions, we're going to learn about the various types of data that exist in data science and their various capabilities and limitations.

First, we'll learn about the two most common types of data: categorical and numerical data.

Next, we'll learn about nominal data, named categories without a natural rank order.

Then we'll learn about ordinal data, named categories that do have a natural rank order.

Next, we'll learn about interval data, numerical measures with an arbitrary zero point.

Finally, we'll learn about ratio data, numerical measures with a natural zero point.","---
marp: true
title: 1 - Overview
theme: template
---

<!-- _class: title-slide -->

# Types of Data

---

<!-- _class: title-only -->

# What types of data exist?

---

<!-- _class: title-two-content-left-center -->

# Overview

Categorical
Numerical
Nominal
Ordinal
Interval
Ratio

![image An icon of a database in a flat minimalist style](images/placeholder.png)",
4/4/2023 11:29,3,2,6978,202,7180,4/4/2023 11:28,4/4/2023 11:29,27.837858,"---
course: Intro to Data for Data Science
module: 3 - Types of Data
title: 2 - Types of Data

---

What types of data exist in data science and how do we classify them?

---

In data science, there are two main types of data: categorical data and numerical data.

These are the two most common types of data you will encounter in data science and the most common way of classifying or grouping the various types of data.

You'll encounter them quite frequently in data science, so it's important that you clearly understand the distinction between the two.

So, let's spend some time learning about each of them in more detail.

---

Categorical data represent named qualities of an observed phenomenon.

This includes using words to describe the names or properties of objects, like their color, shape, and texture.

For example, the color of an apple is red. 

The word ""red"" describes the quality of the color of the apple.

In data science, we refer to categorical data as ""qualitative data"" since they describe the quality of the thing they represent.

However, most beginners more intuitively understand the term ""categorical"" rather than ""qualitative"", so we'll continue referring to this type of data as ""categorical"" data.

---

Numerical data represents measured quantities of an observed phenomenon.

This includes using numbers to describe the measurement of objects like their size, weight, and velocity.

For example, the price of 6 apples is $2.00.

""Six"" represents the quantity of apples, and ""$2.00"" represents the price of the apples.

In data science, we refer to numerical data as ""quantitative data"" since they describe the quantity of the thing they represent.

However, because most beginners often confuse the terms ""qualitative"" and ""quantitative"" we're going to continue referring to this type of data as ""numerical"" data.

---

Categorical and numerical data can be further divided into four subtypes.

---

Categorical data can be divided into nominal and ordinal data.

And numerical data can be divided into interval and ratio data.

Let's take a look at each of these four subtypes of data, next.","---
marp: true
title: 2 - Types of Data
theme: template
---

<!-- _class: title-only -->

# Types of Data

---

<!-- _class: title-two-content-left-center -->

# Categorical Data

Named qualities
Qualitative data

![image An icon of a color palette with various colors in a flat minimalist style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Numerical Data

Measured quantities
Quantitative data

![image An icon of a ruler, a weighing scale, and a speedometer in a flat minimalist style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Subtypes

Categorical
- Nominal
- Ordinal

Numerical
- Interval
- Ratio

![image An icon of a Venn diagram with two overlapping circles, one labeled ""Categorical"" and the other labeled ""Numerical"", in a flat minimalist style](images/placeholder.png)

---",
4/4/2023 11:30,3,3,6802,337,7139,4/4/2023 11:29,4/4/2023 11:30,46.510338,"---
course: Intro to Data for Data Science
module: 3 - Types of Data
title: 3 - Nominal Data

---

The first type of categorical data that we encounter in data science are nominal data.

---

Nominal data are a type of categorical data.

That is, they are used to represent named qualities.

However, nominal data have no natural rank order to them (i.e. they differ by their name only).

---

For example, the colors red, green, and yellow all describe the color of apples.

However, no one color is greater than or less than another color.

These three colors have no natural rank order to them.

They differ by their name alone.

---

Other examples of nominal data include:

your name, 

your credit card number, 

and the name of the city where you were born.

The key distinction is that nominal values have no natural order to them.

However, they can still be sorted alphabetically.

---

There are a limited number of mathematical operations that we can perform on nominal data.

We can test two nominal values for equality (i.e. determine if they are the same named category).

In addition, we can determine their mode (i.e. the most frequently occurring category in a set of nominal values).

Despite these limitations, nominal data are still quite useful in data science.","---
marp: true
title: 3 - Nominal Data
theme: template
---

<!-- _class: title-only -->

# Nominal Data

---

<!-- _class: title-two-content-left-center -->

# Nominal Data

Categorical data
Named qualities
No rank order

![image A set of three icons containing a circle, a square, and a triangle arranged in a triangular pattern in a flat minimalistic style](images/placeholder.png)


---

<!-- _class: title-two-content-left-center -->

# Nominal Data

red
green
yellow

![image A set of three icons, one red apple, one green apple, and one yellow apple arranged in a triangular layout in a flat minimalistic style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Nominal Data

Name
Card number
City of birth


![image An icon of an employee ID badge in a flat minimalistic style](images/placeholder.png)



---

<!-- _class: title-one-content -->

| Operation         | Nominal | Ordinal | Interval | Ratio |
| ----------------- | ------- | ------- | -------- | ----- |
| Equality          | X       |         |          |       |
| Order             |         |         |          |       |
| Add / subtract    |         |         |          |       |
| Multiply / divide |         |         |          |       |
| Mode              | X       |         |          |       |
| Median            |         |         |          |       |
| Arithmetic mean   |         |         |          |       |
| Geometric mean    |         |         |          |       |
",
4/4/2023 11:30,3,4,6841,350,7191,4/4/2023 11:30,4/4/2023 11:30,45.044545,"---
course: Intro to Data for Data Science
module: 3 - Types of Data
title: 4 - Ordinal Data

---

The second type of categorical data that we encounter in data science are ordinal data.

---

Ordinal data are a type of categorical data.

That is, they describe named qualities of things.

However, ordinal data do have a natural rank order to them.

So they can be sorted in order by their rank.

---

For example, we could group apples into small, medium, and large sizes. 

Medium apples are larger than small apples, and large apples are larger than medium apples, so they do have a natural rank order.

---

Other examples of ordinal data include:  

bronze, silver, and gold medals in the Olympics, 

assigning letter grades for student test scores, 

and low, medium, and high speeds on a portable fan.

The key distinction is that ordinal values do have a natural order to them -- so we can sort them in a natural way.

---

We can perform a few more mathematical operations on ordinal data than on nominal data.

In addition to testing for both equality and determining the mode.

We can also test two ordinal values for their order (by determining if one value is ranked greater than or less than another).

In addition, we can determine the median (i.e. the middle most value in a list of sorted values).

Ordinal data are a bit more powerful than nominal data, in terms of mathematical operations, but still not as powerful as interval and ratio data.","---
marp: true
title: 4 - Ordinal Data
theme: template
---

<!-- _class: title-only -->

# Ordinal Data

---

<!-- _class: title-two-content-left-center -->

# Ordinal Data

Categorical data
Named qualities
Natural rank order

![image A set of three icons containing a small, medium, and large circle arranged in a triangular pattern in a flat minimalistic style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Ordinal Data

Small
Medium
Large

![image A set of three icons, one small apple, one medium apple, and one large apple arranged in a triangular layout in a flat minimalistic style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Ordinal Data

Bronze
Silver
Gold

![image A set of three icons, one bronze medal, one silver medal, and one gold medal arranged in a triangular layout in a flat minimalistic style](images/placeholder.png)

---

<!-- _class: title-one-content -->

| Operation         | Nominal | Ordinal | Interval | Ratio |
| ----------------- | ------- | ------- | -------- | ----- |
| Equality          | X       | X       |          |       |
| Order             |         | X       |          |       |
| Add / subtract    |         |         |          |       |
| Multiply / divide |         |         |          |       |
| Mode              | X       | X       |          |       |
| Median            |         | X       |          |       |
| Arithmetic mean   |         |         |          |       |
| Geometric mean    |         |         |",
4/4/2023 11:31,3,5,7044,343,7387,4/4/2023 11:30,4/4/2023 11:31,44.94553,"---
course: Intro to Data for Data Science
module: 3 - Types of Data
title: 5 - Interval Data

---

The first type of numerical data that we encounter in data science are interval data.

---

Interval data are a type of numerical data.

That is, they represent measured quantities of things.

Interval data allow for a degree of difference between two values 

(i.e. we can add or subtract the values in meaningful ways).

However, interval scales have an arbitrary zero point on their scale 

(i.e. the place were zero appears on the scale was chosen for convenience -- not because it represents a true absence of the thing being measured.

So there is no concept of a ratio between two numbers or the ability to multiply or divide two numbers in any meaningful way.

---

For example, imagine a thermometer measuring outdoor temperature.

The zero point on a Celsius thermometer represents the temperature where water freezes.

This is simply for convenience -- zero on this scale does not represent absolute zero heat, like it does on the Kelvin scale.

The difference between 20°C and 30°C (which is a 10° change) is the same difference in temperature as a change from 40° to 50° (also a 10° change).

So we can perform addition and subtraction with this interval scale.

---

However, it doesn't make sense to say that 20°C is half as hot as 40°C -- or that 40°C is twice as hot as 20°C.

This is because 0°C isn't the absence of all heat -- but rather was an arbitrarily chosen point on the scale where water freezes.

---

So it simply doesn't make sense to discuss ratios, multiplication, or division with the Celsius temperature scale... or other interval scales.

---

Other examples of interval data include: 

dates on a calendar, 

IQ scores, 

and longitudes on a map.

The key distinction is that the zero point on an interval scale is arbitrarily chosen; it doesn't represent a natural minimum quantity of the thing being measured.

---

We can perform a few more mathematical operations on interval data than we can on nominal and ordinal data.

In addition to testing for equality, sorting by order, and determining both the mode and the median.

We can also add or subtract interval data.

In addition, we can also determine the arithmetic mean (i.e. average value in a set of interval values).

Interval data are a bit more powerful than nominal and ordinal data in terms of mathematical operations, but still not as powerful as ratio data.","---
marp: true
title: 5 - Interval Data
theme: template
---

<!-- _class: title-only -->

# Interval Data

---

<!-- _class: title-two-content-left-center -->

# Interval Data

Numerical data
Degree of difference
Arbitrary zero point

![image An icon of a thermometer with a Celsius scale in a flat minimalist style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Interval Data

20°C to 30°C
40°C to 50°C

![image An icon of a thermometer with a Celsius scale in a flat minimalist style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Interval Data

Dates
IQ scores
Longitudes

![image An icon of a calendar with the number ""1"" in the top-left corner and the number ""31"" in the bottom-right corner in a flat minimalist style](images/placeholder.png)

---

<!-- _class: title-one-content -->

| Operation         | Nominal | Ordinal | Interval | Ratio |
| ----------------- | ------- | ------- | -------- | ----- |
| Equality          | X       | X       | X        |       |
| Order             |         | X       | X        |       |
| Add / subtract    |         |         | X        |       |
| Multiply / divide |         |         |          |       |
| Mode              | X       | X       | X        |       |
| Median            |         | X       | X        |       |
| Arithmetic mean   |         |         | X        |       |
| Geometric mean    |         |         |          |       |
",
4/4/2023 11:32,3,6,6936,329,7265,4/4/2023 11:31,4/4/2023 11:32,43.709217,"---
course: Intro to Data for Data Science
module: 3 - Types of Data
title: 6 - Ratio Data

---

The second type of numerical data that we encounter in data science are ratio data.

---

Ratio data are a type of numerical data.

That is, they represent measured quantities of things.

Ratio data allow for a degree of difference between two values, just like interval data.

However, unlike interval data, ratio scales do have a natural (non-arbitrarily chosen) zero point. 

So the concept of a ratio, and multiplying or dividing two values make perfect sense.

---

For example, imagine we have two apples:

One has a mass of 100 grams

And the other has a mass of 200 grams

Unlike an interval scale, it make perfect sense to say that a 100 gram apple is half the mass of a 200 gram apple.

This is because zero grams on this scale represents a natural minimum quantity (i.e. no mass at all).

So 200 grams of mass is twice as much mass as 100 grams of mass.

---

Other examples of ratio data include: 

the distance between two points, 

income from your job, 

and elapsed time.

The key distinction (once again) between interval and ratio scales is that the zero point on a ratio scale represents a natural zero quantity of the thing being measured.

It can be difficult to recognize the subtle yet important difference between interval scales and ratio scales, so if you're having difficulty understanding, you may want to research this topic further.

---

We can perform a few more mathematical operations on ratio data than we can on nominal, ordinal, and interval data.

In addition to all of the operations we've seen so far.

We can also multiply and divide ratio data.

In addition, we can determine the geometric mean, which is a method of averaging used for values with widely varying ranges.

Ratio data are the most powerful type of data we encounter in data science in terms of mathematical operations.","---
marp: true
title: 6 - Ratio Data
theme: template
---

<!-- _class: title-only -->

# Ratio Data

---

<!-- _class: title-two-content-left-center -->

# Ratio Data

Numerical data
Measured quantities
Natural zero point

![image An icon of a balance scale with two plates, one containing a single apple and the other containing two apples, in a flat minimalist style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Ratio Data

100g apple
200g apple

![image An icon of two apples, one smaller and one larger, in a flat minimalist style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Ratio Data

Distance
Income
Elapsed time

![image An icon of a stopwatch with the hands pointing at 12 and 3 in a minimalist style](images/placeholder.png)

---

<!-- _class: title-one-content -->

| Operation         | Nominal | Ordinal | Interval | Ratio |
| ----------------- | ------- | ------- | -------- | ----- |
| Equality          | X       |         |          |       |
| Order             |         |         |          |       |
| Add / subtract    |         |         |          |       |
| Multiply / divide |         |         |          | X     |
| Mode              | X       |         |          |       |
| Median            |         |         |          |       |
| Arithmetic mean   |         |         |          |       |
| Geometric mean    |         |         |          | X     |
",
4/4/2023 11:32,3,7,6689,76,6765,4/4/2023 11:32,4/4/2023 11:32,10.430022,"---
course: Intro to Data for Data Science
module: 3 - Types of Data
title: 7 - Summary

---

In this module, we learned about the various types of data that we encounter in data science.

---

First, we learned that data are divided conceptually into two main types: categorical data and numerical data.

Next, we learned about nominal data, named categories without an natural rank order.

Then, we learned about ordinal data, named categories with a natural rank order.

Next, we learned about interval data, numerical measurements with an arbitrary zero point.

Finally, we learned about ratio data, numerical measurements with a natural zero point.

In the next module, we'll learn about data types and how we store these various types of data in a computer.","---
marp: true
title: 7 - Summary
theme: template
---

<!-- _class: title-only -->

# Summary

---

<!-- _class: title-two-content-left -->

# Summary

Categorical Data
Nominal Data
Ordinal Data
Interval Data
Ratio Data

![image An icon of a database in a flat minimalist style](images/placeholder.png)",
4/4/2023 11:32,4,1,6785,90,6875,4/4/2023 11:32,4/4/2023 11:32,11.835103,"---
course: Intro to Data for Data Science
module: 4 - Data Types
title: 1 - Overview

---

Welcome back to this introductory course on data for data science.

I'm Matthew Renze, data science consultant, author, and public speaker.

In this module, we'll learn about data types and how data are represented and stored in computer systems.

---

How do we represent data in a computer?

How does a computer know whether it's dealing with a word, a number, or a date and time?

And how does a computer know what types of operations can be performed on each type of data?

---

To answer these questions, we're going to learn about data types, and how we represent and store data in a computer.

First, we'll learn about data types, binary representations of data used by computer systems.

Next, we'll learn about scalar data types, representations of data that store a single value.

Then, we'll see about a few examples of common scalar data types you'll encounter in data science.

Next, we'll learn about composite data types, representations that store data as a group of related values.

Finally, we'll see about a few examples of common composite data types you'll encounter in data science.","---
marp: true
title: 1 - Overview
theme: template
---

<!-- _class: title-slide -->

# Data Types

---

<!-- _class: title-only -->

# What are data types?

---

<!-- _class: title-two-content-left-center -->

# Overview

Data Types
Scalar Data Types
Examples
Composite Data Types
Examples

![image An icon of a database in a flat minimalist style](images/placeholder.png)",
4/4/2023 11:33,4,2,7061,229,7290,4/4/2023 11:32,4/4/2023 11:33,30.828452,"---
course: Intro to Data for Data Science
module: 4 - Data Types
title: 2 - Data Types

---

How do we represent data in a computer?

---

All data inside of modern computers are stored as a series of ones and zeros.

We call this binary data.

The ones and zeros are called binary digits (or ""bits"" for short).

In modern computers, data are stored in small blocks of eight bits called a ""byte"".

We can combine two, four, eight, or more bytes together to create larger blocks of binary data.

However, the computer needs to understand what each of these blocks of ones and zeros represent - is it a word, a number, a date and time, or something else?

This is where data types come into play... not to be confused with the ""types of data"" we discussed previously.

---

A data type is an attribute of data that tells the computer what a group of binary data represents.

They tell the computer how to interpret the bits of data - either as a character, a number, a date, or something else.

They determine what operations can be performed on the data like addition, subtraction, and multiplication.

They specify how the data are stored and the size of the data by the number of bytes they require.

And they instruct the computer on how to display the data in a human-readable format.

---

For example:

We represent the letter A as a byte of binary digits using a sequence containing a zero, a one, five zeros, and a one.

We represent the digit one in binary as two zeros, two ones, three zeros, and a one.

And we represent the percent symbol as two zeros, a one, two more zeros, a one, a zero, and a one.

Essentially, we can represent anything that can be typed into a computer as a sequence of ones and zeros using data types.

---

In data science, there are two main divisions of data types:

First, we have scalar data types, also known as primitive data types, basic data types, or built-in data types.

Scalar data types represent the most basic building blocks of data by storing letters, numbers, and symbols in a computer as binary data.

Next, we have composite data types, also known as aggregate data types, compound data types, or more commonly, data structures.

Composite data types are composed of a set of scalar data types.

They organize the scalar data types and provide them with structure so that they can be worked with as a collection of values.

We're going to discuss both scalar data types, followed by composite data types, next.","---
marp: true
title: 2 - Data Types
theme: template
---

<!-- _class: title-only -->

# Data Types

---

<!-- _class: title-two-content-left-center -->

# Binary Data

Ones and zeros
Bits
Bytes

![image An icon of a series of ones and zeros arranged in a row in a minimalist style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Data Types

Interpret bits
Operations
Storage
Display

![image An icon of a database in a flat minimalist style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Examples

A: 01000001
1: 00110001
%: 00100101

![image An icon of the letter ""A"", the digit ""1"", and the percent symbol ""%"" arranged in a row in a minimalist style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Data Types

Scalar
Composite

![image An icon of a database in a flat minimalist style](images/placeholder.png)

---",
4/4/2023 11:33,4,3,6786,145,6931,4/4/2023 11:33,4/4/2023 11:33,19.941427,"---
course: Intro to Data for Data Science
module: 4 - Data Types
title: 3 - Scalar Data Types

---

The most basic building block of data in data science is a scalar data type.

---

Scalar data types store a single unit of data.

This can be a letter, a number, a date, a time, or something else.

We refer to them as scalar data types because a scalar variable in mathematics can hold one and only one value at a time.

Scalar data types are also the most basic unit of storage for data in a computer.

Everything from a small text document to a giant distributed database are composed of these single units of storage.

Scalar data types provide a set of operations that can be performed on the data they contain.

All of the processing that occurs in a computer is essentially the result of these operations being executed on scalar data types.

---

There are several scalar data types commonly used across various computers, programming languages, and data-science tools.

The most common data types you will encounter in data science can be divided into three main groups: 

categorical data types,

numerical data types.

and temporal data

Let's take a look at a few of the most common data types we encounter in data science.","---
marp: true
title: 3 - Scalar Data Types
theme: template
---

<!-- _class: title-only -->

# Scalar Data Types

---

<!-- _class: title-two-content-left-center -->

# Scalar Data Types

Single unit of data
Basic unit of storage
Operations

![image An icon of a single square with rounded corners containing a ""1"" in a minimalist style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Common Data Types

Categorical
Numerical
Temporal

![image An icon of a database in a flat minimalist style](images/placeholder.png)

---

<!-- _class: title-only -->

# Common Data Types in Data Science

---",
4/4/2023 11:34,4,4,7121,192,7313,4/4/2023 11:33,4/4/2023 11:34,26.362925,"---
course: Intro to Data for Data Science
module: 4 - Data Types
title: 4 - Scalar Data Type Examples

---

In data science, we have several common scalar data types.

We're going to learn at the ones that you're most likely to encounter.

---

First, we have categorical data types.

We typically encounter three categorical data types in data science.

First, we have a character, which represents a single letter, digit, or symbol.

We can string together a sequence of characters (called a character string) to represent words, numbers, and bodies of text.

Character strings are very flexible for storing data, but they are not very efficient in terms of data processing and storage space.

Second, we have a Boolean, which represents either a true or a false value (and only a true or a false value).

Booleans allow us to efficiently store and process data composed of either yes or no answers.

Third, we have an Enumeration, which represents a set of named categories.

Enumerations allow us to efficiently store and process lists of named categories that contain a high degree of duplication.

---

Next, we have numerical data types.

We typically encounter three numerical data types in data science.

First, we have an integer, which represents a whole number.

Integers work well for storing and processing numbers that do not contain fractional values.

Second, we have a decimal, which represents a decimal fraction.

Decimals work well when we're dealing with fractional values (like money) that require perfectly accurate decimal arithmetic.

Third, we have a float, which represents numbers using a binary-equivalent of scientific notation.

Floats work well when we're dealing with very large or very small values but perfectly accurate measurements and arithmetic are not required.

---

Finally, we have temporal data types.

We typically encounter four temporal data types in data science.

First, we have a date, which represents time as a calendar day.

A Date data type works well when we just need to specify a year, a month, and a day but nothing more.

Second, we have a time data type, which represents a time of day.

A time data type is used when we just need to represent an hour, a minute, a second, and milliseconds but not a date.

Third, we have a date-time data type, which represents both a date and a time of day.

This data type is used when we need to represent time across days.

Fourth, we have a date-time with time-zone offset.

This data type is used when we need to represent dates and times across multiple time-zones around the world.

We could represent temporal data using numerical data types, however, it's often more efficient and convenient to use these specialized temporal data types instead.

There are several other scalar data types you may encounter in data science. 

However, the data types you've seen here are ones that you are most likely to encounter first.","---
marp: true
title: 4 - Scalar Data Type Examples
theme: template
---

<!-- _class: title-only -->

# Scalar Data Type Examples

---

<!-- _class: title-two-content-left-center -->

# Categorical Data Types

Character
Boolean
Enumeration

![image An icon of the letters ""ABC"" inside of a square with rounded corners in a minimalist style](images/placeholder.png)


---

<!-- _class: title-two-content-left-center -->

# Numerical Data Types

Integer
Decimal
Float

![image An icon of the numbers ""123"" inside of a square with rounded corners in a minimalist style](images/placeholder.png)


---

<!-- _class: title-two-content-left-center -->

# Temporal Data Types

Date
Time
Date/time
Date-time with time-zone

![image An icon of a clock face with the hands pointing at 12 and 3 in a minimalist style](images/placeholder.png)
",
4/4/2023 11:47,4,5,6817,148,6965,4/4/2023 11:45,4/4/2023 11:47,98.381491,"---
course: Intro to Data for Data Science
module: 4 - Data Types
title: 5 - Composite Data Type

---

Building upon scalar data types, we also have composite data types in data science.

---

A composite data type is a logical container used to organize related data.

It contains a set of scalar data types organized in a specific way.

Composite data types allow us to store and access information effectively.

They provide methods for accessing individual scalar values and performing operations on groups of scalar values.

In addition, composite data types provide context to related data which (as we discussed previously) is used to create information.

You can think of a composite data type as a container that holds a collection of related data in a specific way.

---

There are several types of composite data types that we encounter in data science. 

They can be grouped together in various ways. 

However, to keep things simple, we're going to organize them into the following four groups:

Homogenous data types - which require all data to be of the same data type

Tabular data types - which store data in a set of rows and columns

Semi-structured data types - which store data as a set of relationships

And multi-media data types - which store data for images, audio, video, and more.

Let's take a look at a few of the most common composite data types we encounter in data science.","---
marp: true
title: 5 - Composite Data Type
theme: template
---

<!-- _class: title-only -->

# Composite Data Type

---

<!-- _class: title-two-content-left-center -->

# Composite Data Type

Logical container
Organize related data
Store and access information

![image An icon of a folder containing various types of files, in a minimalist style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Composite Data Types

Homogenous
Tabular
Semi-structured
Multi-media

![image An icon of a set of four squares arranged in a square pattern, each containing a different type of data, in a minimalist style](images/placeholder.png)",
4/4/2023 11:35,4,6,7089,254,7343,4/4/2023 11:34,4/4/2023 11:35,33.602757,"---
course: Intro to Data for Data Science
module: 4 - Data Types
title: 6 - Composite Data Type Examples

---

In data science, we have several composite data types.

We're going to learn about the ones that you're most likely to encounter.

---

First, we have the composite data types that represent homogenous data.

First, we have a vector, also known as an array, which is a one-dimensional sequence of homogenous data.

Vectors are used to store a list of elements that are all of the same data type.

For example, character strings, which we discussed earlier, are a sequence of characters stored in a vector.

Second, we have a matrix, which is a two-dimensional grid of homogenous data.

Matrices are typically used to store and process groups of related numbers using a set of mathematical operations known as matrix algebra.

Finally, we have a tensor, which is a three-dimensional cube (or an n-dimensional hypercube) of homogenous data.

Tensors are typically used to create deep neural networks in machine learning, which is where the deep learning framework TensorFlow gets it's name.

---

Next, we have composite data types that represent tabular data.

First, we have a dictionary, which is a two-column table that stores a list of key-value pairs.

A dictionary, also known as a look-up table, is used to quickly retrieve data by a unique identifier.

Second, we have a table.

A table stores data as a set of rows and columns.

Tables are the most common way you will encounter structured data in data science.

We'll discuss tabular data in much more detail in the next module.

---

Next, we have composite data types that represent semi-structured data.

First, we have a tree, which organizes data as a set of nodes and branches.

Trees are used to represent hierarchical data (i.e. data that are organized into parent-child relationships).

Second, we have a graph, which organizes data as a set of nodes and edges.

Graphs are used to represent a network of data, representing each item as a node and each relationship as an edge.

---

Finally, we have composite data types to represent multimedia data.

For example: 

a body of text is essentially a long vector of characters.

Images are represented as a two-dimensional matrix of pixels.

Audio is represented as a one-dimensional vector of the amplitude of sound waves over time.

Video is represented as sound and a set of images moving frame-by-frame over time.

and shape data is a graph of points, lines, and polygons used construct geometric structures like maps and 3D objects.

Many more composite data types exist in data science; however, these are the ones that you are most likely to encounter.","---
marp: true
title: 6 - Composite Data Type Examples
theme: template
---

<!-- _class: title-only -->

# Composite Data Type Examples

---

<!-- _class: title-two-content-left-center -->

# Homogenous Data Types

Vector (Array)
Matrix
Tensor

![image An icon of a vector, matrix, and tensor arranged in a triangular pattern in a flat minimalistic style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Tabular Data Types

Dictionary
Table

![image An icon of a dictionary and a table arranged in a vertical pattern in a flat minimalistic style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Semi-structured Data Types

Tree
Graph

![image An icon of a tree and a graph arranged in a vertical pattern in a flat minimalistic style](images/placeholder.png)

---

<!-- _class: title-two-content-left-center -->

# Multimedia Data Types

Text
Image
Audio
Video
Shape

![image An icon of a text document, an image, a speaker, a video camera, and a 3D object arranged in a circular pattern in a flat minimalistic style](images/placeholder.png)

---",
4/4/2023 11:35,4,7,6674,71,6745,4/4/2023 11:35,4/4/2023 11:35,11.392102,"---
course: Intro to Data for Data Science
module: 4 - Data Types
title: 7 - Summary

---

In this module, we learned about data types and how we represent and store data in a computer.

---

First, we learned about data types, binary representations of data used by computer systems.

Next, we learned about scalar data types, representations of data that store a single value.

Then, we saw a few examples of common scalar data types you'll encounter in data science.

Next, we learned about composite data types, representations that store data as a group of related values.

Finally, we saw about a few examples of common composite data types you'll encounter in data science.","---
marp: true
title: 7 - Summary
theme: template
---

<!-- _class: title-only -->

# Summary

---

<!-- _class: title-two-content-left-center -->

# Summary

Data Types
Scalar Data Types
Composite Data Types

![image An icon of a database in a flat minimalist style](images/placeholder.png)",
4/4/2023 11:35,5,1,6780,93,6873,4/4/2023 11:35,4/4/2023 11:35,12.98914,"---
course: Intro to Data for Data Science
module: 5 - Tabular Data
title: 1 - Overview

---

Hello again.

I'm Matthew Renze, data science consultant, author, and public speaker.

Welcome back to this introductory course on data for data science.

In this module, we'll learn about tabular data and how we can extract information from tables of data using queries.

---

How do we extract information from data?

What's the best way to structure our data to extract information?

And how do we answer our questions once our data has been structured?

---

To answer these questions, we're going to learn about tabular data and how we extract information from tables using queries.

First, we'll learn about tabular data, data that are stored in the rows and columns of a table.

Next, we'll learn about observations, records of observable phenomena, which are stored in the rows.

Then, we'll learn about variables, values that vary for each observation, which are stored in the columns.

Next, we'll learn about relationships that can exist between observations in multiple tables.

Finally, we'll learn about queries, statements that allow a computer to answer a question using a table of data.","---
marp: true
title: 1 - Overview
theme: template
---

<!-- _class: title-slide -->

# Tabular Data

---

<!-- _class: title-only -->

# Extracting Information

---

<!-- _class: title-two-content-left-center -->

# Overview

Tabular Data
Observations
Variables
Relationships
Queries

![image An icon of a table with rows and columns in a flat minimalist style](images/placeholder.png)",
